NCBI GeneID	Symbol	Description
255426	RASGEF1C	RasGEF domain family member 1C
255488	RNF144B	ring finger protein 144B
255520	ELMOD2	ELMO domain containing 2
255631	COL24A1	collagen type XXIV alpha 1 chain
255758	DYNLT2B	dynein light chain Tctex-type 2B
255919	CNEP1R1	CTD nuclear envelope phosphatase 1 regulatory subunit 1
255928	SYT14	synaptotagmin 14
256006	ANKRD31	ankyrin repeat domain 31
256126	SYCE2	synaptonemal complex central element protein 2
256130	TMEM196	transmembrane protein 196
256158	HMCN2	hemicentin 2
256227	STEAP1B	STEAP family member 1B
256281	NUDT14	nudix hydrolase 14
256302	NATD1	N-acetyltransferase domain containing 1
256309	CCDC110	coiled-coil domain containing 110
256356	GK5	glycerol kinase 5
256364	EML3	EMAP like 3
256394	SERPINA11	serpin family A member 11
256435	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
256536	TCERG1L	transcription elongation regulator 1 like
256691	MAMDC2	MAM domain containing 2
256710	GLIPR1L1	GLIPR1 like 1
256714	MAP7D2	MAP7 domain containing 2
256815	C10orf67	chromosome 10 open reading frame 67
256949	KANK3	KN motif and ankyrin repeat domains 3
257019	FRMD3	FERM domain containing 3
257044	CATSPERE	catsper channel auxiliary subunit epsilon
257062	CATSPERD	cation channel sperm associated auxiliary subunit delta
257068	PLCXD2	phosphatidylinositol specific phospholipase C X domain containing 2
257101	ZNF683	zinc finger protein 683
257106	ARHGAP30	Rho GTPase activating protein 30
257160	RNF214	ring finger protein 214
257169	C9orf43	chromosome 9 open reading frame 43
257177	CFAP126	cilia and flagella associated protein 126
257202	GPX6	glutathione peroxidase 6
257236	CCDC96	coiled-coil domain containing 96
257313	UTS2B	urotensin 2B
257364	SNX33	sorting nexin 33
2574	GAGE2C	G antigen 2C
257415	FAM133B	family with sequence similarity 133 member B
25758	KIAA1549L	KIAA1549 like
257629	ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B
25763	H2AP	H2A.P histone
25766	PRPF40B	pre-mRNA processing factor 40 homolog B
2577	GAGE5	G antigen 5
25771	TBC1D22A	TBC1 domain family member 22A
25778	DSTYK	dual serine/threonine and tyrosine protein kinase
2578	GAGE6	G antigen 6
25789	TMEM59L	transmembrane protein 59 like
2579	GAGE7	G antigen 7
25790	CFAP45	cilia and flagella associated protein 45
25791	NGEF	neuronal guanine nucleotide exchange factor
25796	PGLS	6-phosphogluconolactonase
25798	BRI3	brain protein I3
25799	ZNF324	zinc finger protein 324
258010	SVIP	small VCP interacting protein
25806	VAX2	ventral anterior homeobox 2
25807	RHBDD3	rhomboid domain containing 3
25809	TTLL1	TTL family tubulin polyglutamylase complex subunit L1
25817	TAFA5	TAFA chemokine like family member 5
25822	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5
25823	TPSG1	tryptase gamma 1
25829	TMEM184B	transmembrane protein 184B
25832	NBPF14	NBPF member 14
25834	MGAT4C	MGAT4 family member C
25837	RAB26	RAB26, member RAS oncogene family
25840	TMT1A	thiol methyltransferase 1A
25841	ABTB2	ankyrin repeat and BTB domain containing 2
25844	YIPF3	Yip1 domain family member 3
25847	ANAPC13	anaphase promoting complex subunit 13
25849	PARM1	prostate androgen-regulated mucin-like protein 1
2585	GALK2	galactokinase 2
25850	ZNF345	zinc finger protein 345
25851	TECPR1	tectonin beta-propeller repeat containing 1
25853	DCAF12	DDB1 and CUL4 associated factor 12
25854	FAM149A	family with sequence similarity 149 member A
25858	CATSPERZ	catsper channel auxiliary subunit zeta
25862	USP49	ubiquitin specific peptidase 49
25864	ABHD14A	abhydrolase domain containing 14A
25871	NEPRO	nucleolus and neural progenitor protein
25876	SPEF1	sperm flagellar 1
25880	TMEM186	transmembrane protein 186
25884	CHRDL2	chordin like 2
25888	ZNF473	zinc finger protein 473
25891	PAMR1	peptidase domain containing associated with muscle regeneration 1
25893	TRIM58	tripartite motif containing 58
25895	EEF1AKMT3	EEF1A lysine methyltransferase 3
25896	INTS7	integrator complex subunit 7
25900	IFFO1	intermediate filament family orphan 1
25901	CCDC28A	coiled-coil domain containing 28A
25903	OLFML2B	olfactomedin like 2B
25906	ANAPC15	anaphase promoting complex subunit 15
25911	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)
25912	C1orf43	chromosome 1 open reading frame 43
25915	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3
25917	THUMPD3	THUMP domain containing 3
259173	ALS2CL	ALS2 C-terminal like
259215	LY6G6F	lymphocyte antigen 6 family member G6F
259236	TMIE	transmembrane inner ear
259240	WFDC9	WAP four-disulfide core domain 9
259249	MRGPRX1	MAS related GPR family member X1
259282	BOD1L1	biorientation of chromosomes in cell division 1 like 1
259285	TAS2R39	taste 2 receptor member 39
259286	TAS2R40	taste 2 receptor member 40
259287	TAS2R41	taste 2 receptor member 41
259291	TAS2R45	taste 2 receptor member 45
259292	TAS2R46	taste 2 receptor member 46
259293	TAS2R30	taste 2 receptor member 30
259294	TAS2R19	taste 2 receptor member 19
259295	TAS2R20	taste 2 receptor member 20
259296	TAS2R50	taste 2 receptor member 50
25934	NIPSNAP3A	nipsnap homolog 3A
25936	NSL1	NSL1 component of MIS12 kinetochore complex
25938	HEATR5A	HEAT repeat containing 5A
25941	TPGS2	tubulin polyglutamylase complex subunit 2
25943	DNAAF9	dynein axonemal assembly factor 9
25946	ZNF385A	zinc finger protein 385A
25948	KBTBD2	kelch repeat and BTB domain containing 2
25956	SEC31B	SEC31 homolog B, COPII coat complex component
25957	PNISR	PNN interacting serine and arginine rich protein
25961	NUDT13	nudix hydrolase 13
25963	TMEM87A	transmembrane protein 87A
25966	C2CD2	C2 calcium dependent domain containing 2
25972	UNC50	unc-50 inner nuclear membrane RNA binding protein
25977	NECAP1	NECAP endocytosis associated 1
25979	DHRS7B	dehydrogenase/reductase 7B
25987	TSKU	tsukushi, small leucine rich proteoglycan
25989	ULK3	unc-51 like kinase 3
25992	SNED1	sushi, nidogen and EGF like domains 1
25999	CLIP3	CAP-Gly domain containing linker protein 3
26000	TBC1D10B	TBC1 domain family member 10B
26001	RNF167	ring finger protein 167
26002	MOXD1	monooxygenase DBH like 1
26009	ZZZ3	zinc finger ZZ-type containing 3
26015	RPAP1	RNA polymerase II associated protein 1
26017	FAM32A	family with sequence similarity 32 member A
26025	PCDHGA12	protocadherin gamma subfamily A, 12
26027	ACOT11	acyl-CoA thioesterase 11
260293	CYP4X1	cytochrome P450 family 4 subfamily X member 1
26030	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3
26033	ATRNL1	attractin like 1
26034	IPCEF1	interaction protein for cytohesin exchange factors 1
260429	PRSS33	serine protease 33
260434	PYDC1	pyrin domain containing 1
26045	LRRTM2	leucine rich repeat transmembrane neuronal 2
26049	FAM169A	family with sequence similarity 169 member A
26050	SLITRK5	SLIT and NTRK like family member 5
26059	ERC2	ELKS/RAB6-interacting/CAST family member 2
26061	HACL1	2-hydroxyacyl-CoA lyase 1
26063	DECR2	2,4-dienoyl-CoA reductase 2
26071	RTL8A	retrotransposon Gag like 8A
26093	CCDC9	coiled-coil domain containing 9
26094	DCAF4	DDB1 and CUL4 associated factor 4
26095	PTPN20	protein tyrosine phosphatase non-receptor type 20
26098	EDRF1	erythroid differentiation regulatory factor 1
26099	SZRD1	SUZ RNA binding domain containing 1
26103	LRIT1	leucine rich repeat, Ig-like and transmembrane domains 1
26108	PYGO1	pygopus family PHD finger 1
26112	CCDC69	coiled-coil domain containing 69
26115	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
26122	EPC2	enhancer of polycomb homolog 2
26123	TCTN3	tectonic family member 3
26127	FGFR1OP2	FGFR1 oncogene partner 2
26140	TTLL3	tubulin tyrosine ligase like 3
26146	TRAF3IP1	TRAF3 interacting protein 1
26149	ZNF658	zinc finger protein 658
26150	RIBC2	RIB43A domain with coiled-coils 2
26151	NAT9	N-acetyltransferase 9 (putative)
26153	KIF26A	kinesin family member 26A
26157	GIMAP2	GTPase, IMAP family member 2
26164	MTG2	mitochondrial ribosome associated GTPase 2
26165	SPATA31A7	SPATA31 subfamily A member 7
26166	RGS22	regulator of G protein signaling 22
26167	PCDHB5	protocadherin beta 5
26189	OR1A2	olfactory receptor family 1 subfamily A member 2
26205	GMEB2	glucocorticoid modulatory element binding protein 2
26207	PITPNC1	phosphatidylinositol transfer protein cytoplasmic 1
26211	OR2F1	olfactory receptor family 2 subfamily F member 1
26223	FBXL21P	F-box and leucine rich repeat protein 21, pseudogene
26225	ARL5A	ADP ribosylation factor like GTPase 5A
26233	FBXL6	F-box and leucine rich repeat protein 6
26239	LCE2B	late cornified envelope 2B
26240	FAM50B	family with sequence similarity 50 member B
26248	OR2K2	olfactory receptor family 2 subfamily K member 2
26251	KCNG2	potassium voltage-gated channel modifier subfamily G member 2
26255	PTTG3P	pituitary tumor-transforming 3, pseudogene
26261	FBXO24	F-box protein 24
26262	TSPAN17	tetraspanin 17
26266	SLC13A4	solute carrier family 13 member 4
26267	FBXO10	F-box protein 10
26268	FBXO9	F-box protein 9
26280	IL1RAPL2	interleukin 1 receptor accessory protein like 2
26285	CLDN17	claudin 17
26289	AK5	adenylate kinase 5
26290	GALNT8	polypeptide N-acetylgalactosaminyltransferase 8
26297	SERGEF	secretion regulating guanine nucleotide exchange factor
2635	GBP3	guanylate binding protein 3
26355	FAM162A	family with sequence similarity 162 member A
2636	GBX1	gastrulation brain homeobox 1
26472	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B
26476	OR10J1	olfactory receptor family 10 subfamily J member 1
26499	PLEK2	pleckstrin 2
26507	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1
26511	CHIC2	cysteine rich hydrophobic domain 2
26515	TIMM10B	translocase of inner mitochondrial membrane 10B
26519	TIMM10	translocase of inner mitochondrial membrane 10
26520	TIMM9	translocase of inner mitochondrial membrane 9
26521	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B
26526	TSPAN16	tetraspanin 16
26529	OR12D2	olfactory receptor family 12 subfamily D member 2
26576	SRPK3	SRSF protein kinase 3
26577	PCOLCE2	procollagen C-endopeptidase enhancer 2
26583	DUX4L8	double homeobox 4 like 8 (pseudogene)
26609	VCX	variable charge X-linked
2662	GDF10	growth differentiation factor 10
26648	OR7E24	olfactory receptor family 7 subfamily E member 24
266553	OFCC1	orofacial cleft 1 candidate 1
26659	OR7A5	olfactory receptor family 7 subfamily A member 5
266629	SEC14L3	SEC14 like lipid binding 3
266675	BEST4	bestrophin 4
266722	HS6ST3	heparan sulfate 6-O-sulfotransferase 3
266727	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1
266740	MAGEA2B	MAGE family member A2B
266743	NPAS4	neuronal PAS domain protein 4
266747	RGL4	ral guanine nucleotide dissociation stimulator like 4
266812	NAP1L5	nucleosome assembly protein 1 like 5
26682	OR4F4	olfactory receptor family 4 subfamily F member 4
26692	OR2W1	olfactory receptor family 2 subfamily W member 1
266971	PIPSL	PIP5K1A and PSMD4 like (pseudogene)
267002	PGBD2	piggyBac transposable element derived 2
267004	PGBD3	piggyBac transposable element derived 3
267010	RNU12	RNA, U12 small nuclear
26707	OR2J2	olfactory receptor family 2 subfamily J member 2
26716	OR2H1	olfactory receptor family 2 subfamily H member 1
26748	GAGE12I	G antigen 12I
26749	GAGE2E	G antigen 2E
26750	RPS6KC1	ribosomal protein S6 kinase C1
26751	SH3YL1	SH3 and SYLF domain containing 1
26768	SNORA73B	small nucleolar RNA, H/ACA box 73B
26777	SNORA71A	small nucleolar RNA, H/ACA box 71A
26799	SNORD50A	small nucleolar RNA, C/D box 50A
2681	GGTA1	glycoprotein alpha-galactosyltransferase 1 (inactive)
26824	RNU11	RNA, U11 small nuclear
26826	RNU6-6P	RNA, U6 small nuclear 6, pseudogene
26827	RNU6-1	RNA, U6 small nuclear 1
26831	RNU5A-1	RNA, U5A small nuclear 1
26835	RNU4-1	RNA, U4 small nuclear 1
2686	GGT7	gamma-glutamyltransferase 7
26871	RNU1-1	RNA, U1 small nuclear 1
26873	OPLAH	5-oxoprolinase, ATP-hydrolysing
26952	SMR3A	submaxillary gland androgen regulated protein 3A
26953	RANBP6	RAN binding protein 6
26984	SEC22A	SEC22 homolog A, vesicle trafficking protein
26995	TRUB2	TruB pseudouridine synthase family member 2
26996	GPR160	G protein-coupled receptor 160
27004	TCL6	T cell leukemia/lymphoma 6
27006	FGF22	fibroblast growth factor 22
27012	KCNV1	potassium voltage-gated channel modifier subfamily V member 1
27034	ACAD8	acyl-CoA dehydrogenase family member 8
27039	PKD2L2	polycystin 2 like 2, transient receptor potential cation channel
27042	UTP25	UTP25 small subunit processome component
27065	NSG1	neuronal vesicle trafficking associated 1
27069	GHITM	growth hormone inducible transmembrane protein
27077	B9D1	B9 domain containing 1
27079	RPUSD2	RNA pseudouridine synthase domain containing 2
27089	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
2709	GJB5	gap junction protein beta 5
27090	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
27091	CACNG5	calcium voltage-gated channel auxiliary subunit gamma 5
27092	CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4
27098	CLUL1	clusterin like 1
27107	ZBTB11	zinc finger and BTB domain containing 11
27109	DMAC2L	distal membrane arm assembly component 2 like
27111	SDCBP2	syndecan binding protein 2
2712	GK2	glycerol kinase 2
27120	DKKL1	dickkopf like acrosomal protein 1
27124	INPP5J	inositol polyphosphate-5-phosphatase J
27127	SMC1B	structural maintenance of chromosomes 1B
27128	CYTH4	cytohesin 4
27132	CPNE7	copine 7
27134	TJP3	tight junction protein 3
27136	MORC1	MORC family CW-type zinc finger 1
27143	PALD1	phosphatase domain containing paladin 1
27145	FILIP1	filamin A interacting protein 1
27147	DENND2A	DENN domain containing 2A
27151	CPAMD8	C3 and PZP like alpha-2-macroglobulin domain containing 8
27152	INTU	inturned planar cell polarity protein
27153	ZNF777	zinc finger protein 777
27154	BRPF3	bromodomain and PHD finger containing 3
27156	RSPH14	radial spoke head 14 homolog
27158	NDOR1	NADPH dependent diflavin oxidoreductase 1
27160	INGX	inhibitor of growth family, X-linked (pseudogene)
27184	DISC2	disrupted in schizophrenia 2
27197	GPR82	G protein-coupled receptor 82
27201	GPR78	G protein-coupled receptor 78
27231	NMRK2	nicotinamide riboside kinase 2
27236	ARFIP1	ADP ribosylation factor interacting protein 1
27237	ARHGEF16	Rho guanine nucleotide exchange factor 16
27239	GPR162	G protein-coupled receptor 162
27240	SIT1	signaling threshold regulating transmembrane adaptor 1
27254	CSDC2	cold shock domain containing C2
27285	TEKT2	tektin 2
27288	RBMXL2	RBMX like 2
27290	SPINK4	serine peptidase inhibitor Kazal type 4
27291	R3HCC1L	R3H domain and coiled-coil containing 1 like
27293	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B
27294	DHDH	dihydrodiol dehydrogenase
27296	TP53TG5	TP53 target 5
27300	ZNF544	zinc finger protein 544
27309	ZNF330	zinc finger protein 330
27314	RAB30	RAB30, member RAS oncogene family
27319	BHLHE22	basic helix-loop-helix family member e22
27334	P2RY10	P2Y receptor family member 10
27341	RRP7A	ribosomal RNA processing 7 homolog A
27349	MCAT	malonyl-CoA-acyl carrier protein transacylase
27351	DESI1	desumoylating isopeptidase 1
2738	GLI4	GLI family zinc finger 4
27440	HDHD5	haloacid dehalogenase like hydrolase domain containing 5
2761	GM2AP1	GM2A pseudogene 1
2765	GML	glycosylphosphatidylinositol anchored molecule like
2786	GNG4	G protein subunit gamma 4
2790	GNG10	G protein subunit gamma 10
2791	GNG11	G protein subunit gamma 11
2794	GNL1	G protein nucleolar 1 (putative)
280657	SSX6P	SSX family member 6, pseudogene
282	ANCR	Angelman syndrome chromosome region
282763	OR51B5	olfactory receptor family 51 subfamily B member 5
282808	RAB40AL	RAB40A like
282890	ZNF311	zinc finger protein 311
282969	FUOM	fucose mutarotase
282973	JAKMIP3	Janus kinase and microtubule interacting protein 3
282974	STK32C	serine/threonine kinase 32C
28299	IGKV1-5	immunoglobulin kappa variable 1-5
282991	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2
2830	GPR6	G protein-coupled receptor 6
2831	NPBWR1	neuropeptides B and W receptor 1
283129	MAJIN	membrane anchored junction protein
283130	SLC25A45	solute carrier family 25 member 45
283150	FOXR1	forkhead box R1
28316	CDH20	cadherin 20
2832	NPBWR2	neuropeptides B and W receptor 2
283208	P4HA3	prolyl 4-hydroxylase subunit alpha 3
283209	PGM2L1	phosphoglucomutase 2 like 1
283219	KCTD21	potassium channel tetramerization domain containing 21
283229	CRACR2B	calcium release activated channel regulator 2B
283234	CCDC88B	coiled-coil domain containing 88B
283237	TTC9C	tetratricopeptide repeat domain 9C
283238	SLC22A24	solute carrier family 22 member 24
283248	RCOR2	REST corepressor 2
283254	HARBI1	harbinger transposase derived 1
283298	OLFML1	olfactomedin like 1
283310	OTOGL	otogelin like
283316	CD163L1	CD163 molecule like 1
283337	ZNF740	zinc finger protein 740
283358	B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3
283373	ANKRD52	ankyrin repeat domain 52
283375	SLC39A5	solute carrier family 39 member 5
283377	SPRYD4	SPRY domain containing 4
283383	ADGRD1	adhesion G protein-coupled receptor D1
283385	MORN3	MORN repeat containing 3
283431	GAS2L3	growth arrest specific 2 like 3
283446	MYO1H	myosin IH
283450	HECTD4	HECT domain E3 ubiquitin protein ligase 4
283458	NME2P1	NME2 pseudogene 1
283459	GATC	glutamyl-tRNA amidotransferase subunit C
283464	GXYLT1	glucoside xylosyltransferase 1
283487	PRECSIT	p53 regulated carcinoma associated Stat3 activating long intergenic non-protein coding transcript
2835	GPR12	G protein-coupled receptor 12
283514	SIAH3	siah E3 ubiquitin protein ligase family member 3
283518	KCNRG	potassium channel regulator
